CustomerID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,MonthlyTransactions,ComplaintFiled,SatisfactionScore,LoginFreqMonthly,Exited
15635707,Customer_1105,703,France,Male,28,9,0.0,2,1,0,68344.48,2,1,5,7,0
15635708,Customer_1106,740,France,Female,53,2,0.0,2,0,1,54396.82,8,1,3,4,0
15635709,Customer_1107,513,Spain,Male,40,5,0.0,2,1,0,98720.64,1,1,2,8,1
15635710,Customer_1108,702,Germany,Male,27,9,0.0,2,1,1,53952.65,4,1,5,14,0
15635711,Customer_1109,674,France,Female,31,8,0.0,1,1,1,29603.57,6,0,5,14,0
15635712,Customer_1110,587,Spain,Female,29,7,63244.39,2,1,1,98361.48,10,0,3,12,0
15635713,Customer_1111,676,France,Male,37,9,0.0,2,1,1,58441.8,7,0,3,16,0
15635714,Customer_1112,567,France,Male,39,7,51720.26,1,1,1,50631.3,6,0,5,11,0
15635715,Customer_1113,592,Germany,Male,58,2,117202.2,1,1,1,15140.27,7,1,3,17,0
15635716,Customer_1114,738,Germany,Female,18,0,0.0,1,0,0,100922.01,1,0,1,1,0
15635717,Customer_1115,634,Germany,Female,37,2,42245.21,1,0,1,57320.98,5,0,3,11,1
15635718,Customer_1116,673,France,Female,34,2,94140.05,2,1,0,99311.64,6,0,3,2,1
15635719,Customer_1117,653,Spain,Male,48,5,156460.51,2,1,1,23807.95,7,0,2,5,0
15635720,Customer_1118,683,France,Female,41,2,0.0,1,1,0,97132.75,3,0,5,3,0
15635721,Customer_1119,654,France,Male,44,1,92051.99,2,0,0,30697.94,1,0,4,3,0
15635722,Customer_1120,443,Spain,Female,41,8,8099.57,1,1,0,64116.59,1,0,3,2,1
15635723,Customer_1121,563,Spain,Male,27,5,500.0,1,1,1,60554.97,12,1,4,8,0
15635724,Customer_1122,590,Spain,Male,51,4,500.0,2,0,1,100765.1,10,0,5,14,0
15635725,Customer_1123,466,Spain,Female,46,2,0.0,1,1,0,106655.01,2,0,5,3,0
15635726,Customer_1124,653,Germany,Male,48,6,103905.76,1,1,1,151889.58,11,0,3,10,0
15635727,Customer_1125,566,Germany,Female,51,6,148253.52,1,1,1,26830.99,14,1,2,15,1
15635728,Customer_1126,552,France,Female,42,3,0.0,2,1,1,156735.99,12,0,4,15,0
15635729,Customer_1127,456,France,Male,54,9,180583.81,1,1,0,65979.49,1,1,1,3,1
15635730,Customer_1128,604,France,Male,42,1,0.0,2,0,1,149846.1,9,0,3,13,0
15635731,Customer_1129,669,France,Female,35,1,0.0,3,1,1,144532.15,9,0,4,17,0
15635732,Customer_1130,652,Germany,Female,37,7,0.0,2,0,1,57663.92,13,0,5,14,0
15635733,Customer_1131,703,France,Male,37,3,500.0,1,1,1,70497.71,7,0,2,11,0
15635734,Customer_1132,603,France,Male,32,6,91804.89,2,1,1,37129.43,12,0,2,7,0
15635735,Customer_1133,736,France,Female,55,2,55172.35,4,1,0,39992.99,0,0,4,1,0
15635736,Customer_1134,709,Germany,Female,41,8,180355.72,2,0,0,194307.31,4,0,5,1,0
15635737,Customer_1135,622,France,Male,39,9,13211.58,1,1,1,58806.81,5,0,5,12,0
15635738,Customer_1136,618,Spain,Male,42,8,500.0,1,1,0,32531.33,2,1,4,6,1
15635739,Customer_1137,831,France,Female,70,6,30893.51,1,1,0,65586.89,2,1,3,1,1
15635740,Customer_1138,599,France,Female,25,6,0.0,1,1,0,27561.57,1,0,3,6,1
15635741,Customer_1139,812,Germany,Female,28,0,0.0,1,1,1,199999.0,9,0,5,11,0
15635742,Customer_1140,715,Spain,Female,22,9,500.0,3,0,1,96115.57,12,0,5,17,0
15635743,Customer_1141,561,France,Female,35,7,110433.85,2,1,0,103482.78,2,0,5,2,0
15635744,Customer_1142,644,Germany,Male,40,1,68813.86,1,1,1,35693.18,6,0,1,10,0
15635745,Customer_1143,597,Germany,Female,32,7,0.0,1,1,1,65761.55,9,0,4,11,0
15635746,Customer_1144,572,France,Male,32,10,42426.47,1,1,1,100351.49,10,0,4,22,0
15635747,Customer_1145,642,Spain,Female,39,1,221645.2,2,1,1,145575.06,4,0,4,15,0
15635748,Customer_1146,572,Spain,Male,32,0,0.0,1,1,0,154770.87,3,0,1,5,0
15635749,Customer_1147,566,Germany,Male,41,10,17694.55,1,1,1,103602.12,7,0,3,17,0
15635750,Customer_1148,653,Spain,Female,50,7,0.0,1,1,1,98173.42,7,1,5,15,0
15635751,Customer_1149,744,Spain,Female,45,3,500.0,2,0,1,59663.88,11,0,4,13,0
15635752,Customer_1150,610,Germany,Male,47,10,148332.16,1,0,0,24750.08,4,1,2,2,1
15635753,Customer_1151,665,Spain,Female,49,9,2076.55,2,1,0,35671.45,1,0,5,1,0
15635754,Customer_1152,664,Germany,Male,41,5,179778.16,2,0,0,153622.96,2,1,3,2,1
15635755,Customer_1153,561,Germany,Male,36,9,0.0,2,0,1,96798.56,4,0,5,10,0
15635756,Customer_1154,776,Germany,Female,29,10,0.0,1,1,1,29193.41,13,0,4,14,0
15635757,Customer_1155,609,Spain,Male,33,9,101277.29,2,0,0,88181.07,2,0,4,1,0
15635758,Customer_1156,579,France,Female,32,0,0.0,1,1,0,33913.17,1,0,3,3,0
15635759,Customer_1157,767,Spain,Male,46,8,0.0,1,1,1,98894.72,5,0,3,14,0
15635760,Customer_1158,680,Spain,Female,41,10,0.0,2,1,1,20511.28,7,0,2,9,1
15635761,Customer_1159,734,France,Female,45,6,30590.4,2,1,0,94402.08,0,0,4,1,0
15635762,Customer_1160,555,Spain,Male,25,4,0.0,1,1,1,98568.88,9,1,1,10,1
15635763,Customer_1161,830,France,Male,53,5,86847.58,2,1,0,52793.5,2,0,5,3,0
15635764,Customer_1162,526,France,Female,33,2,0.0,1,0,1,110568.75,5,0,4,8,0
15635765,Customer_1163,726,Germany,Female,25,8,76215.15,2,1,0,149771.63,5,0,5,2,0
15635766,Customer_1164,711,France,Male,33,1,0.0,1,1,0,95500.5,6,0,1,2,0
15635767,Customer_1165,633,Spain,Male,65,9,90287.98,1,0,1,63910.95,7,0,2,10,0
15635768,Customer_1166,730,Spain,Male,33,0,0.0,1,1,0,60789.11,1,0,5,3,0
15635769,Customer_1167,508,Germany,Male,34,0,500.0,2,1,0,62656.08,2,1,2,5,1
15635770,Customer_1168,646,France,Male,35,9,53171.59,2,1,0,61183.47,1,0,3,2,0
15635771,Customer_1169,730,France,Male,36,1,24463.35,3,0,0,28221.95,1,1,1,4,1
15635772,Customer_1170,752,Germany,Female,29,5,0.0,2,1,1,35294.94,11,1,1,12,1
15635773,Customer_1171,730,Spain,Female,39,5,113882.11,2,0,1,65524.97,6,0,4,17,0
15635774,Customer_1172,439,Germany,Female,49,8,6401.06,1,1,0,153008.58,1,0,4,3,0
15635775,Customer_1173,726,France,Female,41,9,227217.54,1,0,0,156092.66,2,0,4,6,0
15635776,Customer_1174,672,Germany,Female,25,3,1070.72,1,1,0,101098.5,0,0,5,2,0
15635777,Customer_1175,779,Germany,Female,34,7,0.0,2,1,1,36953.28,7,0,2,14,0
15635778,Customer_1176,644,Spain,Female,31,3,70540.82,2,1,0,62736.63,2,0,3,4,0
15635779,Customer_1177,467,France,Female,38,2,0.0,1,1,1,94981.13,6,1,3,9,1
15635780,Customer_1178,646,Spain,Female,52,3,97554.51,2,0,0,29728.31,0,0,4,5,0
15635781,Customer_1179,506,Germany,Male,36,0,0.0,2,0,0,56931.21,2,0,2,4,1
15635782,Customer_1180,667,Spain,Female,37,8,0.0,1,1,0,61878.19,0,0,4,2,0
15635783,Customer_1181,549,France,Female,57,10,1104.64,2,1,0,59916.95,2,0,3,2,0
15635784,Customer_1182,778,Germany,Female,47,4,0.0,1,0,1,60816.92,8,0,1,9,0
15635785,Customer_1183,659,Spain,Female,44,6,0.0,4,0,0,53408.84,1,0,2,2,0
15635786,Customer_1184,451,France,Female,59,2,28722.7,1,1,0,151440.07,1,1,4,3,1
15635787,Customer_1185,779,Spain,Female,43,4,10653.59,1,1,0,102940.93,1,0,3,2,0
15635788,Customer_1186,850,Germany,Male,18,9,55522.05,1,1,0,107405.85,2,1,1,3,1
15635789,Customer_1187,577,France,Female,47,3,27459.13,2,1,1,66504.34,11,0,3,9,0
15635790,Customer_1188,525,France,Male,20,6,0.0,1,1,0,70096.63,2,0,5,1,0
15635791,Customer_1189,532,Germany,Female,42,4,149398.13,2,1,1,51849.09,10,0,5,7,0
15635792,Customer_1190,443,France,Female,19,1,75727.72,2,0,0,27561.64,1,1,1,6,1
15635793,Customer_1191,695,Germany,Male,32,2,80066.24,1,1,1,198454.9,4,0,2,7,1
15635794,Customer_1192,582,France,Male,33,7,0.0,1,0,1,102065.88,12,0,1,14,1
15635795,Customer_1193,575,Germany,Female,29,2,173671.89,1,1,0,106823.57,3,0,4,2,0
15635796,Customer_1194,616,France,Male,34,6,34618.42,1,1,0,54516.91,2,1,1,3,1
15635797,Customer_1195,775,Spain,Male,49,4,42442.51,2,1,0,28235.89,1,1,1,3,1
15635798,Customer_1196,615,Spain,Female,30,6,106011.96,2,0,0,60332.24,2,0,4,3,0
15635799,Customer_1197,599,Spain,Male,43,9,0.0,2,1,1,101184.74,5,0,4,14,0
15635800,Customer_1198,549,Germany,Male,27,8,0.0,1,1,1,199999.0,9,1,1,11,1
15635801,Customer_1199,692,France,Female,35,6,37285.27,1,0,1,97916.65,15,0,1,11,1
15635802,Customer_1200,552,Spain,Male,41,5,187351.83,1,1,0,59287.42,1,0,3,4,0
15635803,Customer_1201,600,France,Male,27,0,0.0,1,1,0,148960.52,2,0,4,3,0
15635804,Customer_1202,752,France,Female,23,3,43846.55,2,0,1,199999.0,8,0,2,17,0
15635805,Customer_1203,514,France,Female,43,7,46359.25,2,0,1,58564.17,12,0,4,12,0
15635806,Customer_1204,480,France,Female,50,0,0.0,1,1,0,57443.47,3,0,5,5,0
15635807,Customer_1205,590,Spain,Female,37,5,0.0,2,1,0,52296.96,2,0,3,1,0
15635808,Customer_1206,635,Germany,Female,32,1,0.0,1,1,1,66629.19,7,0,1,10,0
15635809,Customer_1207,686,France,Male,39,8,61958.86,2,1,1,102830.66,5,1,4,11,0
15635810,Customer_1208,636,France,Male,38,7,88859.96,1,1,1,156291.16,10,0,4,14,0
15635811,Customer_1209,652,Spain,Male,40,8,135083.39,3,1,0,155638.92,3,1,4,4,0
15635812,Customer_1210,803,France,Male,18,8,31699.86,2,0,1,32751.3,5,0,2,15,0
15635813,Customer_1211,694,France,Female,26,1,500.0,1,1,0,37658.64,2,0,2,3,0
15635814,Customer_1212,611,France,Female,28,1,0.0,2,1,1,66440.43,7,0,5,10,0
15635815,Customer_1213,641,Spain,Male,39,8,0.0,2,1,0,30152.75,2,0,5,4,0
15635816,Customer_1214,625,Germany,Female,40,1,130135.45,1,1,1,29047.26,7,0,1,9,0
15635817,Customer_1215,724,France,Male,44,3,0.0,1,1,1,39149.86,6,0,3,9,0
15635818,Customer_1216,779,France,Male,40,1,26673.76,2,0,0,98486.75,5,0,5,1,0
15635819,Customer_1217,635,Germany,Female,23,0,137503.88,2,1,1,61627.3,4,1,3,15,1
15635820,Customer_1218,528,Germany,Male,53,10,500.0,2,1,0,95851.02,1,0,4,4,0
15635821,Customer_1219,762,France,Male,51,9,0.0,1,1,1,25547.1,11,1,4,8,0
15635822,Customer_1220,563,Spain,Male,24,6,0.0,1,0,1,149158.04,10,0,4,6,0
15635823,Customer_1221,658,France,Male,41,10,500.0,2,0,1,198177.9,8,0,4,14,0
15635824,Customer_1222,393,France,Female,31,4,500.0,1,1,1,153191.58,12,0,3,15,0
15635825,Customer_1223,582,Spain,Female,39,2,60473.09,4,1,1,52061.56,10,0,3,9,0
15635826,Customer_1224,719,France,Male,49,7,43532.25,2,1,0,155490.06,4,0,3,5,0
15635827,Customer_1225,710,Germany,Male,61,4,12247.83,2,0,1,71027.33,11,1,3,7,0
15635828,Customer_1226,551,France,Female,46,0,0.0,1,0,1,97947.72,10,0,2,9,0
15635829,Customer_1227,683,France,Female,41,8,0.0,1,1,1,30579.1,12,1,5,9,0
15635830,Customer_1228,410,Spain,Male,34,4,0.0,1,0,1,61244.67,9,0,4,7,0
15635831,Customer_1229,540,France,Male,40,2,51295.15,1,0,0,150551.36,2,0,4,3,0
15635832,Customer_1230,562,Spain,Female,52,5,15465.13,2,0,0,53015.72,4,0,2,1,1
15635833,Customer_1231,740,France,Female,37,7,0.0,2,0,1,154153.84,7,0,5,7,0
15635834,Customer_1232,618,France,Male,28,1,135402.27,1,1,1,65293.39,3,0,5,6,0
15635835,Customer_1233,691,France,Female,20,10,203124.4,1,1,0,96207.34,2,1,1,0,1
15635836,Customer_1234,715,Germany,Male,43,2,500.0,1,1,1,58602.65,9,1,4,13,0
15635837,Customer_1235,647,France,Male,40,6,3135.52,1,1,0,25736.73,1,0,5,5,0
15635838,Customer_1236,772,Spain,Male,30,1,71253.53,2,1,0,57319.83,1,1,1,4,0
15635839,Customer_1237,566,France,Female,49,10,82866.32,1,1,1,57232.62,5,0,3,9,0
15635840,Customer_1238,667,Spain,Male,33,10,0.0,2,1,0,25171.73,1,0,4,3,0
15635841,Customer_1239,448,France,Male,36,4,0.0,2,1,1,52182.44,12,0,4,4,0
15635842,Customer_1240,711,Spain,Male,37,8,121643.25,2,0,0,57037.36,2,0,2,2,1
15635843,Customer_1241,703,Spain,Female,34,6,0.0,1,1,0,57497.97,1,0,3,1,1
15635844,Customer_1242,608,Spain,Male,40,2,145828.2,3,1,0,151795.87,2,0,1,5,0
15635845,Customer_1243,590,Spain,Male,50,1,109494.94,2,0,1,95810.59,6,0,3,17,0
15635846,Customer_1244,752,Spain,Male,25,9,500.0,1,1,0,99146.0,2,0,5,4,0
15635847,Customer_1245,595,Germany,Female,43,8,49181.69,1,1,1,59575.12,7,0,3,17,0
15635848,Customer_1246,741,France,Male,39,8,0.0,2,0,0,51765.46,2,0,4,1,0
15635849,Customer_1247,599,France,Male,39,8,0.0,1,1,0,102202.02,1,0,4,3,0
15635850,Customer_1248,692,Spain,Male,47,9,0.0,1,1,0,64384.58,3,0,1,5,0
15635851,Customer_1249,524,Germany,Female,38,2,48327.17,1,1,1,91621.68,8,0,1,9,0
15635852,Customer_1250,594,Spain,Female,43,0,171472.47,1,1,0,56727.02,2,0,4,5,0
15635853,Customer_1251,659,France,Female,45,8,113091.82,1,0,0,151655.75,1,0,1,4,0
15635854,Customer_1252,836,France,Female,32,6,94447.44,2,1,1,150961.57,10,0,3,12,0
15635855,Customer_1253,765,France,Female,41,1,500.0,2,1,1,51322.76,5,0,4,13,0
15635856,Customer_1254,616,Germany,Male,35,5,113247.84,2,1,0,199999.0,3,1,5,5,1
15635857,Customer_1255,774,France,Female,36,10,8171.07,1,1,0,107458.55,2,1,2,5,0
15635858,Customer_1256,628,France,Male,34,8,77976.05,1,0,1,101558.9,14,0,2,10,0
15635859,Customer_1257,718,France,Male,43,7,196270.15,1,1,1,26511.58,12,1,4,12,1
15635860,Customer_1258,629,France,Female,38,10,154640.1,2,1,0,198941.61,4,0,3,2,0
15635861,Customer_1259,574,Germany,Male,42,5,0.0,1,0,0,27606.13,2,0,4,4,1
15635862,Customer_1260,601,France,Male,37,5,26721.41,2,1,1,69958.56,12,0,4,8,0
15635863,Customer_1261,473,Spain,Male,20,7,38021.83,1,1,1,32053.94,10,0,3,9,0
15635864,Customer_1262,600,France,Female,38,8,77509.06,2,1,1,26172.5,8,0,4,12,0
15635865,Customer_1263,535,France,Male,38,7,84396.69,2,1,1,197154.84,8,0,3,13,0
15635866,Customer_1264,680,France,Female,40,0,93269.63,1,1,1,57099.23,13,0,5,7,0
15635867,Customer_1265,726,France,Female,31,1,500.0,2,1,0,37623.35,1,0,2,2,0
15635868,Customer_1266,607,France,Female,24,5,0.0,1,1,0,32087.44,3,0,2,3,0
15635869,Customer_1267,518,France,Male,44,7,110607.09,2,1,1,53440.73,9,0,5,13,0
15635870,Customer_1268,747,Germany,Female,34,3,0.0,2,1,0,38007.88,4,0,5,0,0
15635871,Customer_1269,612,France,Male,39,3,500.0,1,1,1,22928.81,5,0,3,16,0
15635872,Customer_1270,759,Germany,Male,34,1,0.0,2,0,1,23265.13,8,0,2,11,1
15635873,Customer_1271,677,Spain,Male,37,9,500.0,1,0,1,23471.89,8,0,5,9,0
15635874,Customer_1272,829,Spain,Female,33,0,0.0,1,1,0,54763.12,1,0,5,3,0
15635875,Customer_1273,630,France,Male,27,9,48992.33,1,1,1,199999.0,9,1,2,9,1
15635876,Customer_1274,452,France,Male,43,8,0.0,1,1,1,109645.8,9,0,3,18,0
15635877,Customer_1275,663,France,Male,31,6,22273.4,1,1,1,96471.3,8,0,1,15,0
15635878,Customer_1276,557,France,Male,39,8,53940.75,2,1,1,199999.0,3,0,5,13,0
15635879,Customer_1277,555,Spain,Female,42,1,96292.18,2,1,0,101382.36,2,0,4,2,0
15635880,Customer_1278,773,France,Female,31,9,0.0,2,1,0,56489.61,1,0,4,5,0
15635881,Customer_1279,676,France,Female,24,4,0.0,2,1,0,102051.19,1,0,1,2,1
15635882,Customer_1280,581,Germany,Male,64,1,0.0,2,0,1,57491.82,7,1,4,6,0
15635883,Customer_1281,653,Germany,Male,32,9,29226.72,1,1,1,34065.38,5,0,4,12,0
15635884,Customer_1282,652,Germany,Female,44,6,0.0,1,1,0,105639.9,0,0,3,3,0
15635885,Customer_1283,468,France,Male,59,8,43654.39,3,1,1,95293.85,11,0,2,8,1
15635886,Customer_1284,732,France,Female,46,2,95726.4,1,1,1,199670.6,7,0,3,16,0
15635887,Customer_1285,720,Germany,Male,34,0,146086.26,1,1,1,31600.96,13,0,3,13,0
15635888,Customer_1286,614,France,Female,37,3,500.0,1,1,1,62633.57,7,0,4,10,0
15635889,Customer_1287,671,France,Male,28,3,98635.7,1,1,1,98177.91,6,1,2,11,1
15635890,Customer_1288,532,France,Male,47,10,171201.53,2,1,1,100788.43,6,0,5,15,0
15635891,Customer_1289,833,France,Female,44,5,76689.04,2,0,1,106059.03,8,0,5,12,0
15635892,Customer_1290,738,France,Female,32,4,217973.22,1,1,1,25495.65,12,0,4,15,0
15635893,Customer_1291,599,France,Male,26,4,51701.03,2,1,1,54507.63,10,0,3,15,0
15635894,Customer_1292,544,Germany,Female,23,8,0.0,2,1,1,199999.0,9,0,4,13,0
15635895,Customer_1293,602,Germany,Female,48,10,46279.78,2,1,1,29956.02,6,0,4,11,0
15635896,Customer_1294,576,Spain,Male,39,0,124064.4,1,1,1,98547.98,11,0,4,12,0
15635897,Customer_1295,689,France,Male,40,7,22055.35,1,1,1,25849.53,5,0,4,11,1
15635898,Customer_1296,603,France,Male,28,7,0.0,1,1,0,30576.29,0,0,4,2,0
15635899,Customer_1297,478,France,Male,21,10,0.0,2,1,1,147100.16,12,1,5,12,0
15635900,Customer_1298,608,Germany,Female,48,7,0.0,1,0,0,60549.63,4,1,2,3,1
15635901,Customer_1299,579,Germany,Male,38,2,63041.57,2,0,0,199999.0,1,0,4,5,0
15635902,Customer_1300,728,France,Male,47,9,0.0,1,0,1,99527.08,5,0,3,7,1
15635903,Customer_1301,843,Spain,Male,33,7,160240.2,1,0,0,58815.3,2,0,5,3,0
15635904,Customer_1302,640,France,Female,35,1,134586.72,2,1,0,57078.34,2,0,4,5,0
15635905,Customer_1303,659,Germany,Male,45,7,29704.6,1,0,1,45792.88,9,0,4,15,0
15635906,Customer_1304,572,Germany,Male,46,7,500.0,1,1,0,156005.78,2,1,1,1,1
15635907,Customer_1305,713,Spain,Male,46,2,33281.8,2,1,0,26821.39,3,1,4,2,0
15635908,Customer_1306,628,Germany,Female,34,3,66484.18,1,1,0,66644.61,2,1,3,0,1
15635909,Customer_1307,653,Spain,Male,44,8,171289.07,1,0,1,152526.61,6,0,5,15,0
15635910,Customer_1308,729,France,Female,50,8,0.0,1,1,0,199999.0,3,0,3,1,0
15635911,Customer_1309,708,Spain,Male,36,9,12280.49,2,1,0,62500.2,3,0,5,1,0
15635912,Customer_1310,623,France,Male,32,8,215694.21,1,1,0,143654.74,0,0,3,4,0
15635913,Customer_1311,725,Spain,Male,52,9,108882.22,2,0,0,138812.21,5,0,5,2,0
15635914,Customer_1312,813,Germany,Male,30,5,18077.17,1,0,1,100602.84,6,0,5,12,0
15635915,Customer_1313,679,Spain,Female,44,0,0.0,1,0,1,148229.98,4,0,4,13,0
15635916,Customer_1314,700,France,Female,37,7,0.0,1,1,1,148695.73,5,0,5,11,0
15635917,Customer_1315,706,Germany,Female,18,8,161808.66,1,1,1,26041.23,3,1,5,16,1
15635918,Customer_1316,549,Germany,Female,50,7,0.0,1,1,1,68725.25,9,0,5,22,0
15635919,Customer_1317,696,Germany,Male,18,0,204988.54,2,0,0,98967.43,1,0,1,6,1
15635920,Customer_1318,636,France,Male,18,5,0.0,1,0,0,33643.83,3,1,1,0,1
15635921,Customer_1319,770,France,Female,43,8,0.0,1,1,1,104426.89,6,0,5,10,0
15635922,Customer_1320,663,France,Female,43,8,500.0,2,1,1,100280.95,7,0,3,18,0
15635923,Customer_1321,601,France,Female,30,6,158471.03,1,1,1,31266.31,12,0,5,12,0
15635924,Customer_1322,619,Spain,Male,39,6,0.0,1,1,0,96202.23,0,0,3,1,0
15635925,Customer_1323,815,France,Male,18,3,500.0,1,1,1,28042.71,5,0,3,8,0
15635926,Customer_1324,850,Spain,Female,45,6,0.0,1,1,1,31318.89,8,1,1,16,1
15635927,Customer_1325,688,France,Male,40,9,111991.41,1,1,1,96163.78,10,0,1,15,0
15635928,Customer_1326,583,France,Male,37,4,35673.14,1,1,0,105119.19,2,1,2,2,1
15635929,Customer_1327,518,Spain,Male,38,10,500.0,1,0,1,97676.03,9,0,5,13,0
15635930,Customer_1328,603,Germany,Female,43,9,108563.87,1,1,1,32695.21,13,0,5,11,0
15635931,Customer_1329,655,France,Male,37,4,182058.03,1,0,0,36617.95,3,0,3,2,0
15635932,Customer_1330,600,Germany,Female,18,0,97393.05,2,1,0,55183.35,1,0,4,2,0
15635933,Customer_1331,533,Germany,Male,62,1,74653.43,2,0,0,29574.49,0,0,5,4,0
15635934,Customer_1332,686,France,Female,51,8,0.0,2,1,0,52971.62,3,0,2,4,1
15635935,Customer_1333,617,Spain,Female,23,1,25035.79,1,0,1,100342.9,5,1,5,11,1
15635936,Customer_1334,625,Spain,Male,34,9,63100.41,1,1,1,97326.98,11,0,4,11,0
15635937,Customer_1335,684,Germany,Female,35,10,0.0,2,1,0,29689.97,1,1,3,2,1
15635938,Customer_1336,619,France,Male,49,1,0.0,2,0,1,39914.51,8,0,5,8,0
15635939,Customer_1337,850,Germany,Male,18,8,0.0,2,1,0,27222.07,1,0,2,2,0
15635940,Customer_1338,705,France,Female,32,2,67036.06,1,0,0,155587.7,4,1,3,3,1
15635941,Customer_1339,513,France,Male,18,1,500.0,1,0,1,97337.17,7,0,5,15,0
15635942,Customer_1340,723,France,Male,34,6,100553.8,2,1,1,156443.89,7,0,3,9,0
15635943,Customer_1341,710,France,Male,32,8,135715.71,2,1,1,28781.47,7,0,5,13,0
15635944,Customer_1342,685,Spain,Male,38,10,72826.14,1,0,1,104285.6,12,0,4,12,0
15635945,Customer_1343,786,Germany,Female,31,5,166095.17,2,1,0,96159.16,4,0,1,0,1
15635946,Customer_1344,692,Germany,Male,29,6,30888.0,1,1,0,32100.16,2,0,5,3,0
15635947,Customer_1345,558,France,Female,44,2,83676.94,2,1,1,101778.95,8,0,3,11,0
15635948,Customer_1346,560,France,Female,43,10,0.0,1,0,0,32734.85,1,0,5,0,0
15635949,Customer_1347,615,France,Male,44,2,62258.39,2,0,0,62992.28,0,0,4,1,0
15635950,Customer_1348,735,Spain,Male,36,7,0.0,2,1,1,96481.55,8,0,3,12,0
15635951,Customer_1349,570,France,Female,31,6,98210.56,1,1,0,31653.97,2,0,5,3,0
15635952,Customer_1350,542,Spain,Male,36,4,18266.92,1,0,1,93279.71,13,1,2,8,1
15635953,Customer_1351,850,Germany,Male,43,5,99453.95,1,0,0,96602.44,3,0,5,1,0
15635954,Customer_1352,651,France,Male,18,8,28186.08,1,1,0,34067.51,2,1,1,0,1
15635955,Customer_1353,590,Germany,Female,42,2,104750.7,2,1,1,149346.03,5,0,4,15,0
15635956,Customer_1354,384,France,Female,41,2,500.0,1,0,1,56295.64,7,0,3,9,0
15635957,Customer_1355,564,Spain,Male,38,10,0.0,1,1,0,61015.18,2,1,1,1,1
15635958,Customer_1356,573,Spain,Male,36,5,0.0,2,0,1,33974.39,9,0,5,11,0
15635959,Customer_1357,647,France,Female,18,10,12863.45,1,1,0,197725.19,2,1,1,2,1
15635960,Customer_1358,632,France,Female,33,7,0.0,1,1,0,97499.43,2,0,5,6,0
15635961,Customer_1359,690,Germany,Female,57,4,85282.92,2,1,0,101916.78,3,0,4,0,0
15635962,Customer_1360,527,Spain,Female,38,0,0.0,2,1,0,101428.32,2,0,1,3,0
15635963,Customer_1361,782,France,Male,34,2,147647.48,1,1,1,55378.43,8,1,3,11,1
15635964,Customer_1362,764,Germany,Female,38,7,31489.3,1,1,0,50309.73,4,0,2,0,1
15635965,Customer_1363,562,Germany,Male,41,3,0.0,2,1,0,104808.11,2,1,4,3,0
15635966,Customer_1364,826,Germany,Male,45,8,0.0,1,0,0,29015.98,1,0,1,5,1
15635967,Customer_1365,526,France,Female,35,5,123909.27,3,1,1,99274.39,10,0,5,5,0
15635968,Customer_1366,559,Germany,Male,42,9,20530.71,2,1,0,61790.82,0,1,5,4,0
15635969,Customer_1367,562,Spain,Female,56,3,33848.5,1,1,1,27125.04,5,1,5,17,0
15635970,Customer_1368,589,France,Male,49,3,0.0,2,0,0,100701.95,1,0,3,5,1
15635971,Customer_1369,558,France,Female,63,9,126802.7,1,1,0,34534.99,2,0,4,6,0
15635972,Customer_1370,606,Spain,Female,30,4,0.0,1,1,1,60946.16,7,0,5,11,0
15635973,Customer_1371,719,France,Male,56,6,75584.63,1,0,0,30291.53,2,1,3,1,1
15635974,Customer_1372,621,Spain,Female,29,6,500.0,1,1,1,55641.28,11,0,2,10,0
15635975,Customer_1373,850,France,Male,41,9,141670.57,2,1,0,99684.41,0,1,2,3,1
15635976,Customer_1374,786,France,Female,46,6,60179.79,2,1,1,56584.39,6,0,4,14,0
15635977,Customer_1375,773,Spain,Male,32,4,500.0,1,1,0,22755.92,2,0,3,3,0
15635978,Customer_1376,560,France,Female,38,8,132553.25,1,1,1,96398.63,8,1,2,8,0
15635979,Customer_1377,617,Germany,Male,48,1,0.0,2,1,1,102017.26,6,0,4,13,0
15635980,Customer_1378,604,France,Male,30,7,145668.77,1,0,1,197168.33,8,0,5,13,0
15635981,Customer_1379,545,Germany,Male,56,9,0.0,1,1,1,100642.54,12,0,2,22,0
15635982,Customer_1380,847,France,Male,22,7,500.0,1,1,0,95442.47,1,0,5,3,0
15635983,Customer_1381,754,France,Female,59,2,100252.54,2,1,1,59400.92,4,0,2,7,0
15635984,Customer_1382,631,Spain,Female,49,4,107161.34,1,1,1,46669.74,4,1,2,9,1
15635985,Customer_1383,690,France,Female,37,7,0.0,1,1,0,199725.04,3,1,2,2,1
15635986,Customer_1384,659,Germany,Male,33,9,149433.98,2,1,0,105909.95,3,0,2,2,0
15635987,Customer_1385,555,France,Male,32,8,28924.0,2,1,0,57721.52,1,0,5,4,0
15635988,Customer_1386,725,Spain,Male,36,6,182573.19,1,0,1,91181.18,7,0,4,10,0
15635989,Customer_1387,659,France,Female,37,3,43934.74,2,1,0,199999.0,1,0,4,1,0
15635990,Customer_1388,599,Spain,Female,51,3,65422.58,1,1,1,60451.79,9,0,3,12,0
15635991,Customer_1389,538,France,Male,59,2,40798.09,2,0,1,199999.0,8,0,3,17,0
