CustomerID,Geography,Gender,Age,AgeGroup,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScore,MonthlyTransactions,ComplaintFiled,SatisfactionScore,LoginFreqMonthly,EngagementScore,HighValueCustomer,RF_ChurnProb,LR_ChurnProb,RF_ChurnPred,RiskSegment,Exited,ChurnLabel,ActiveLabel,HasCardLabel,ComplaintLabel,RF_ChurnProb_Pct,BalanceBand,CreditTier
15635645,Germany,Female,33,26-35,9,0.0,2,0,1,147756.06,678,9,0,3,11,6.45,0,0.0965424461617228,0.1518467538602522,0,Low,0,Retained,Active,No Card,No Complaint,9.7,Zero,Good
15635646,Spain,Male,31,26-35,6,7391.52,1,1,0,98678.34,550,1,0,3,4,1.05,0,0.3481709407948117,0.3577826091721452,0,Medium,0,Retained,Inactive,Has Card,No Complaint,34.8,$1-25K,Poor
15635647,Germany,Female,54,46-55,1,500.0,1,1,1,98075.28,525,4,0,4,10,5.0,0,0.0768309929720688,0.0877293172279638,0,Low,0,Retained,Active,Has Card,No Complaint,7.7,$1-25K,Poor
15635648,France,Male,18,18-25,3,0.0,1,1,0,103710.87,672,3,1,3,3,1.35,0,0.822925226494902,0.9619351903277168,1,Critical,1,Churned,Inactive,Has Card,Complaint,82.3,Zero,Good
15635649,France,Male,45,36-45,8,75385.84,3,0,1,50546.81,617,9,0,1,18,7.85,0,0.323205624539023,0.5095244444447613,0,Medium,0,Retained,Active,No Card,No Complaint,32.3,$75-150K,Fair
15635650,Spain,Male,23,18-25,7,59807.4,1,0,0,100534.1,698,1,1,4,0,0.25,0,0.4342827256139921,0.7275380927216416,0,Medium,0,Retained,Inactive,No Card,Complaint,43.4,$25-75K,Good
15635651,France,Male,27,26-35,3,58480.32,4,1,1,103196.73,569,7,0,2,17,7.15,0,0.6624303366060753,0.3673053096020046,1,High,1,Churned,Active,Has Card,No Complaint,66.2,$25-75K,Poor
15635652,Spain,Male,18,18-25,7,99342.81,3,0,1,105031.58,721,15,1,4,12,8.15,1,0.2178976803885748,0.3882653138451288,0,Low,0,Retained,Active,No Card,Complaint,21.8,$75-150K,Good
15635653,Germany,Male,31,26-35,9,0.0,1,1,1,68865.95,545,11,0,3,11,6.95,0,0.1672221959950756,0.23771423753926,0,Low,0,Retained,Active,Has Card,No Complaint,16.7,Zero,Poor
15635654,Spain,Female,54,46-55,5,0.0,2,1,1,28754.25,650,5,0,4,16,6.45,0,0.0812003543234184,0.1222464939153597,0,Low,0,Retained,Active,Has Card,No Complaint,8.1,Zero,Fair
15635655,Spain,Female,40,36-45,10,500.0,1,1,1,97399.94,696,8,0,3,10,6.0,0,0.189153093278135,0.1143506795679091,0,Low,0,Retained,Active,Has Card,No Complaint,18.9,$1-25K,Good
15635656,Spain,Female,24,18-25,8,0.0,1,1,0,158222.03,552,1,0,5,4,1.05,0,0.1279703296084926,0.1184721400390035,0,Low,0,Retained,Inactive,Has Card,No Complaint,12.8,Zero,Poor
15635657,France,Male,49,46-55,0,98537.59,1,1,1,141297.85,505,9,0,1,5,5.25,1,0.3162912558552155,0.6296232095969371,0,Medium,0,Retained,Active,Has Card,No Complaint,31.6,$75-150K,Poor
15635658,Spain,Female,51,46-55,5,0.0,2,1,1,151989.22,559,4,0,4,13,5.6,0,0.1023109973814195,0.1000140530294566,0,Low,0,Retained,Active,Has Card,No Complaint,10.2,Zero,Poor
15635659,France,Female,39,36-45,10,500.0,1,1,1,107778.24,622,10,0,2,4,5.3,0,0.2153271942703451,0.273453027598297,0,Low,0,Retained,Active,Has Card,No Complaint,21.5,$1-25K,Fair
15635660,France,Male,60,56-65,3,0.0,1,1,1,109054.76,607,10,0,5,9,6.3,0,0.2991515122118716,0.0555688756962716,0,Medium,0,Retained,Active,Has Card,No Complaint,29.9,Zero,Fair
15635661,Germany,Female,47,46-55,2,500.0,2,1,0,27460.84,761,2,1,2,0,0.5,0,0.9352479610110782,0.961598048634002,1,Critical,1,Churned,Inactive,Has Card,Complaint,93.5,$1-25K,Very Good
15635662,Spain,Female,45,36-45,4,0.0,1,1,0,61027.43,555,0,0,5,2,0.4,0,0.0541665742610994,0.1181226934162843,0,Low,0,Retained,Inactive,Has Card,No Complaint,5.4,Zero,Poor
15635663,Spain,Male,29,26-35,9,104370.43,2,1,0,162243.89,739,1,0,5,1,0.45,1,0.0446948857246393,0.0375298642877243,0,Low,0,Retained,Inactive,Has Card,No Complaint,4.5,$75-150K,Good
15635664,Spain,Female,44,36-45,10,0.0,2,0,0,21593.06,728,2,0,5,2,0.9,0,0.2052851381488701,0.0681950609160293,0,Low,0,Retained,Inactive,No Card,No Complaint,20.5,Zero,Good
15635665,France,Female,40,36-45,7,62691.78,1,1,1,158048.39,620,5,0,2,14,6.05,0,0.1566370359513001,0.3178001523350029,0,Low,0,Retained,Active,Has Card,No Complaint,15.7,$25-75K,Fair
15635666,France,Male,43,36-45,10,0.0,1,0,1,45417.58,469,8,0,1,11,6.2,0,0.6111198930602809,0.7918648350594808,1,High,0,Retained,Active,No Card,No Complaint,61.1,Zero,Very Poor
15635667,Germany,Male,30,26-35,9,0.0,1,1,0,103551.6,557,1,1,1,1,0.45,0,0.9313374858134124,0.9908013154371728,1,Critical,1,Churned,Inactive,Has Card,Complaint,93.1,Zero,Poor
15635668,France,Male,39,36-45,5,0.0,2,0,0,53961.93,714,4,0,4,4,1.8,0,0.0941021121088587,0.2288676610384801,0,Low,0,Retained,Inactive,No Card,No Complaint,9.4,Zero,Good
15635669,France,Male,29,26-35,0,500.0,1,1,1,63713.47,619,10,1,3,14,7.3,0,0.629394669026632,0.8245208414493146,1,High,0,Retained,Active,Has Card,Complaint,62.9,$1-25K,Fair
15635670,France,Male,18,18-25,5,40608.56,1,0,0,144152.77,746,3,0,4,3,1.35,0,0.0879917489885986,0.2044966988277538,0,Low,0,Retained,Inactive,No Card,No Complaint,8.8,$25-75K,Very Good
15635671,France,Male,48,46-55,6,0.0,2,1,1,97603.58,630,5,0,3,11,5.45,0,0.1023554977420146,0.2376866993129795,0,Low,0,Retained,Active,Has Card,No Complaint,10.2,Zero,Fair
15635672,France,Male,21,18-25,5,104695.77,1,1,0,55839.87,528,2,1,1,0,0.5,1,0.94285452056878,0.9889894476259666,1,Critical,1,Churned,Inactive,Has Card,Complaint,94.3,$75-150K,Poor
15635673,France,Female,39,36-45,2,197092.83,2,1,1,64928.8,651,12,0,4,13,7.6,1,0.0225108458450558,0.056733890205743,0,Low,0,Retained,Active,Has Card,No Complaint,2.3,$150K+,Fair
15635674,France,Male,41,36-45,10,80975.0,2,0,1,104230.33,820,9,0,4,13,6.85,0,0.0048066579225257,0.0361268131142532,0,Low,0,Retained,Active,No Card,No Complaint,0.5,$75-150K,Exceptional
15635675,France,Male,41,36-45,8,121008.15,1,1,1,109525.95,578,7,0,5,12,6.15,1,0.0176212005889078,0.0188194655739614,0,Low,0,Retained,Active,Has Card,No Complaint,1.8,$75-150K,Poor
15635676,Spain,Male,34,26-35,9,49320.26,1,1,0,90637.53,782,2,1,2,2,0.9,0,0.9360741239839592,0.9445318976066645,1,Critical,1,Churned,Inactive,Has Card,Complaint,93.6,$25-75K,Very Good
15635677,France,Male,40,36-45,9,70738.78,1,1,0,95796.73,850,1,0,3,6,1.45,0,0.1394914468396888,0.3092204399364816,0,Low,0,Retained,Inactive,Has Card,No Complaint,13.9,$25-75K,Exceptional
15635678,France,Male,43,36-45,3,100708.45,2,1,0,61750.06,562,5,0,2,3,1.85,1,0.6540376344421933,0.5681612018817597,1,High,1,Churned,Inactive,Has Card,No Complaint,65.4,$75-150K,Poor
15635679,Germany,Male,46,46-55,4,0.0,1,1,1,69331.77,485,8,0,4,14,6.8,0,0.1600896781087178,0.1989530149727355,0,Low,0,Retained,Active,Has Card,No Complaint,16.0,Zero,Very Poor
15635680,France,Male,57,56-65,4,181142.97,2,1,1,97621.86,545,11,0,5,17,8.15,1,0.0401213535950617,0.0235111652006085,0,Low,0,Retained,Active,Has Card,No Complaint,4.0,$150K+,Poor
15635681,Spain,Female,40,36-45,2,100306.23,1,1,0,107497.06,546,2,0,1,3,1.1,1,0.4213967681095679,0.8003904981880967,0,Medium,0,Retained,Inactive,Has Card,No Complaint,42.1,$75-150K,Poor
15635682,Spain,Female,38,36-45,1,217277.54,1,1,0,157614.14,582,1,0,2,5,1.25,1,0.3313176475491086,0.589230261166309,0,Medium,0,Retained,Inactive,Has Card,No Complaint,33.1,$150K+,Fair
15635683,France,Male,28,26-35,7,52192.76,1,1,0,102201.38,655,1,0,5,7,1.65,0,0.1112705332155771,0.0755016398474507,0,Low,0,Retained,Inactive,Has Card,No Complaint,11.1,$25-75K,Fair
15635684,France,Male,42,36-45,6,500.0,1,1,0,61255.58,455,3,1,1,6,1.95,0,0.9434224025512026,0.9916500493242316,1,Critical,1,Churned,Inactive,Has Card,Complaint,94.3,$1-25K,Very Poor
15635685,Spain,Female,45,36-45,4,189240.3,1,0,0,196986.89,629,0,0,3,0,0.0,1,0.3434118052262798,0.2386550852389916,0,Medium,1,Churned,Inactive,No Card,No Complaint,34.3,$150K+,Fair
15635686,Spain,Female,35,26-35,0,48768.79,1,1,1,142042.86,692,8,0,3,19,7.8,0,0.2431874704110523,0.1890706853317769,0,Low,0,Retained,Active,Has Card,No Complaint,24.3,$25-75K,Good
15635687,France,Male,43,36-45,9,0.0,2,1,1,150038.59,646,16,0,3,9,7.8,0,0.0608657860727207,0.1658793024662541,0,Low,0,Retained,Active,Has Card,No Complaint,6.1,Zero,Fair
15635688,Germany,Female,34,26-35,0,189182.85,1,0,1,56320.34,709,8,1,2,10,6.0,1,0.875750169169044,0.8767511739644286,1,Critical,1,Churned,Active,No Card,Complaint,87.6,$150K+,Good
15635689,France,Female,45,36-45,7,0.0,2,1,0,199882.31,689,2,1,1,4,1.3,0,0.9729784933119264,0.987411166518074,1,Critical,1,Churned,Inactive,Has Card,Complaint,97.3,Zero,Good
15635690,Spain,Male,48,46-55,3,78959.75,1,0,0,55817.79,788,1,0,2,2,0.65,0,0.3945515920292708,0.5672861018531927,0,Medium,0,Retained,Inactive,No Card,No Complaint,39.5,$75-150K,Very Good
15635691,France,Female,47,46-55,3,93240.88,1,0,1,31778.66,563,8,0,2,15,7.0,0,0.103891404541328,0.3405655367254376,0,Low,0,Retained,Active,No Card,No Complaint,10.4,$75-150K,Poor
15635692,Spain,Female,39,36-45,8,106262.32,2,1,1,55060.12,850,8,0,3,10,6.0,1,0.0475718136908408,0.0965241325584661,0,Low,0,Retained,Active,Has Card,No Complaint,4.8,$75-150K,Exceptional
15635693,Germany,Female,26,26-35,1,250000.0,1,1,1,104072.26,564,10,0,3,13,7.1,1,0.4604565562566645,0.1864454233036922,0,Medium,1,Churned,Active,Has Card,No Complaint,46.0,$150K+,Poor
15635694,Germany,Male,31,26-35,4,0.0,2,0,0,56940.35,547,1,0,1,6,1.45,0,0.7363661680124375,0.8886757773783127,1,High,1,Churned,Inactive,No Card,No Complaint,73.6,Zero,Poor
15635695,Germany,Male,44,36-45,5,0.0,1,0,0,30204.05,632,5,0,4,5,2.25,0,0.3440168890738483,0.2503528065218612,0,Medium,0,Retained,Inactive,No Card,No Complaint,34.4,Zero,Fair
15635696,France,Male,64,56-65,5,146825.02,1,0,1,96882.24,659,7,0,4,9,5.55,1,0.0364025440124975,0.0693960417487014,0,Low,0,Retained,Active,No Card,No Complaint,3.6,$75-150K,Fair
15635697,France,Male,34,26-35,9,500.0,2,1,0,31660.56,671,3,1,2,4,1.55,0,0.9685059434597892,0.950160346481049,1,Critical,1,Churned,Inactive,Has Card,Complaint,96.9,$1-25K,Good
15635698,France,Female,43,36-45,2,0.0,1,1,0,24093.67,769,0,0,1,2,0.4,0,0.7756763031506382,0.9125378639170344,1,Critical,1,Churned,Inactive,Has Card,No Complaint,77.6,Zero,Very Good
15635699,France,Female,31,26-35,9,79558.79,2,0,0,150815.19,847,2,0,4,4,1.3,0,0.0680065941434667,0.0980990616266788,0,Low,0,Retained,Inactive,No Card,No Complaint,6.8,$75-150K,Exceptional
15635700,Spain,Female,27,26-35,5,31395.9,2,1,0,103379.31,674,4,0,2,2,1.4,0,0.6970977804300553,0.5957847549227512,1,High,1,Churned,Inactive,Has Card,No Complaint,69.7,$25-75K,Good
15635701,France,Female,30,26-35,9,0.0,1,1,0,105603.1,819,3,0,5,6,1.95,0,0.0718186755919039,0.0961558222238382,0,Low,0,Retained,Inactive,Has Card,No Complaint,7.2,Zero,Exceptional
15635702,France,Male,18,18-25,9,500.0,2,1,0,199999.0,755,2,0,4,6,1.7,0,0.1783978763240249,0.1670828448143983,0,Low,0,Retained,Inactive,Has Card,No Complaint,17.8,$1-25K,Very Good
15635703,Spain,Female,52,46-55,4,500.0,1,1,0,199999.0,455,1,1,3,4,1.05,0,0.8912524822104719,0.928892756403654,1,Critical,1,Churned,Inactive,Has Card,Complaint,89.1,$1-25K,Very Poor
15635704,Spain,Female,18,18-25,7,0.0,1,1,0,67866.22,705,2,0,4,2,0.9,0,0.1377687824936863,0.3303387704468404,0,Low,0,Retained,Inactive,Has Card,No Complaint,13.8,Zero,Good
15635705,Spain,Male,35,26-35,3,117994.83,3,1,0,55674.19,435,6,0,3,5,2.5,1,0.3363497309543586,0.5452707154325508,0,Medium,0,Retained,Inactive,Has Card,No Complaint,33.6,$75-150K,Very Poor
15635706,Spain,Female,25,18-25,9,500.0,1,1,0,21983.83,750,2,1,3,6,1.7,0,0.8515572479568968,0.8898079191690634,1,Critical,1,Churned,Inactive,Has Card,Complaint,85.2,$1-25K,Very Good
15635707,France,Male,28,26-35,9,0.0,2,1,0,68344.48,703,2,1,5,7,1.9,0,0.4291596326133142,0.6307073487461583,0,Medium,0,Retained,Inactive,Has Card,Complaint,42.9,Zero,Good
15635708,France,Female,53,46-55,2,0.0,2,0,1,54396.82,740,8,1,3,4,4.8,0,0.497390716580349,0.8291452750802175,0,Medium,0,Retained,Active,No Card,Complaint,49.7,Zero,Very Good
15635709,Spain,Male,40,36-45,5,0.0,2,1,0,98720.64,513,1,1,2,8,1.85,0,0.9367381286170932,0.9759966810422164,1,Critical,1,Churned,Inactive,Has Card,Complaint,93.7,Zero,Poor
15635710,Germany,Male,27,26-35,9,0.0,2,1,1,53952.65,702,4,1,5,14,5.8,0,0.4296532008250478,0.3775642551978653,0,Medium,0,Retained,Active,Has Card,Complaint,43.0,Zero,Good
15635711,France,Female,31,26-35,8,0.0,1,1,1,29603.57,674,6,0,5,14,6.3,0,0.0543812644184062,0.0477280723763324,0,Low,0,Retained,Active,Has Card,No Complaint,5.4,Zero,Good
15635712,Spain,Female,29,26-35,7,63244.39,2,1,1,98361.48,587,10,0,3,12,6.9,0,0.0418306972107302,0.1342438088527158,0,Low,0,Retained,Active,Has Card,No Complaint,4.2,$25-75K,Fair
15635713,France,Male,37,36-45,9,0.0,2,1,1,58441.8,676,7,0,3,16,6.95,0,0.0954661848386941,0.222062652362568,0,Low,0,Retained,Active,Has Card,No Complaint,9.5,Zero,Good
15635714,France,Male,39,36-45,7,51720.26,1,1,1,50631.3,567,6,0,5,11,5.7,0,0.0273002450088583,0.02478455524971,0,Low,0,Retained,Active,Has Card,No Complaint,2.7,$25-75K,Poor
15635715,Germany,Male,58,56-65,2,117202.2,1,1,1,15140.27,592,7,1,3,17,7.15,1,0.4868657876568561,0.7827406317164465,0,Medium,0,Retained,Active,Has Card,Complaint,48.7,$75-150K,Fair
15635716,Germany,Female,18,18-25,0,0.0,1,0,0,100922.01,738,1,0,1,1,0.45,0,0.7461816078622631,0.932106763956912,1,High,0,Retained,Inactive,No Card,No Complaint,74.6,Zero,Good
15635717,Germany,Female,37,36-45,2,42245.21,1,0,1,57320.98,634,5,0,3,11,5.45,0,0.3438299491461487,0.1643790643988524,0,Medium,1,Churned,Active,No Card,No Complaint,34.4,$25-75K,Fair
15635718,France,Female,34,26-35,2,94140.05,2,1,0,99311.64,673,6,0,3,2,1.9,0,0.5806976597968676,0.3742878573982571,1,High,1,Churned,Inactive,Has Card,No Complaint,58.1,$75-150K,Good
15635719,Spain,Male,48,46-55,5,156460.51,2,1,1,23807.95,653,7,0,2,5,4.75,1,0.2335651501833313,0.2788577606302793,0,Low,0,Retained,Active,Has Card,No Complaint,23.4,$150K+,Fair
15635720,France,Female,41,36-45,2,0.0,1,1,0,97132.75,683,3,0,5,3,1.35,0,0.0354168307692541,0.1280753422440804,0,Low,0,Retained,Inactive,Has Card,No Complaint,3.5,Zero,Good
15635721,France,Male,44,36-45,1,92051.99,2,0,0,30697.94,654,1,0,4,3,0.85,0,0.0596026368680547,0.1830121502187335,0,Low,0,Retained,Inactive,No Card,No Complaint,6.0,$75-150K,Fair
15635722,Spain,Female,41,36-45,8,8099.57,1,1,0,64116.59,443,1,0,3,2,0.65,0,0.6061518816582229,0.4741704644210188,1,High,1,Churned,Inactive,Has Card,No Complaint,60.6,$1-25K,Very Poor
15635723,Spain,Male,27,26-35,5,500.0,1,1,1,60554.97,563,12,1,4,8,6.6,0,0.4684467528598294,0.5295394622337601,0,Medium,0,Retained,Active,Has Card,Complaint,46.8,$1-25K,Poor
15635724,Spain,Male,51,46-55,4,500.0,2,0,1,100765.1,590,10,0,5,14,7.3,0,0.0139034126961068,0.0181309005946457,0,Low,0,Retained,Active,No Card,No Complaint,1.4,$1-25K,Fair
15635725,Spain,Female,46,46-55,2,0.0,1,1,0,106655.01,466,2,0,5,3,1.1,0,0.1932828260405436,0.2037171848567376,0,Low,0,Retained,Inactive,Has Card,No Complaint,19.3,Zero,Very Poor
15635726,Germany,Male,48,46-55,6,103905.76,1,1,1,151889.58,653,11,0,3,10,6.75,1,0.0672502826426613,0.1096128576930116,0,Low,0,Retained,Active,Has Card,No Complaint,6.7,$75-150K,Fair
15635727,Germany,Female,51,46-55,6,148253.52,1,1,1,26830.99,566,14,1,2,15,8.5,1,0.7773457626732239,0.8508448457170561,1,Critical,1,Churned,Active,Has Card,Complaint,77.7,$75-150K,Poor
15635728,France,Female,42,36-45,3,0.0,2,1,1,156735.99,552,12,0,4,15,8.0,0,0.1126193450198012,0.0932727852647535,0,Low,0,Retained,Active,Has Card,No Complaint,11.3,Zero,Poor
15635729,France,Male,54,46-55,9,180583.81,1,1,0,65979.49,456,1,1,1,3,0.85,1,0.9218224424415636,0.9900379343774086,1,Critical,1,Churned,Inactive,Has Card,Complaint,92.2,$150K+,Very Poor
15635730,France,Male,42,36-45,1,0.0,2,0,1,149846.1,604,9,0,3,13,6.85,0,0.1408272609642491,0.24840547891738,0,Low,0,Retained,Active,No Card,No Complaint,14.1,Zero,Fair
15635731,France,Female,35,26-35,1,0.0,3,1,1,144532.15,669,9,0,4,17,7.65,0,0.1568943400056688,0.1215411549454835,0,Low,0,Retained,Active,Has Card,No Complaint,15.7,Zero,Fair
15635732,Germany,Female,37,36-45,7,0.0,2,0,1,57663.92,652,13,0,5,14,8.05,0,0.0102088214666149,0.0267584193687003,0,Low,0,Retained,Active,No Card,No Complaint,1.0,Zero,Fair
15635733,France,Male,37,36-45,3,500.0,1,1,1,70497.71,703,7,0,2,11,5.95,0,0.1967753837064819,0.3710615769269393,0,Low,0,Retained,Active,Has Card,No Complaint,19.7,$1-25K,Good
15635734,France,Male,32,26-35,6,91804.89,2,1,1,37129.43,603,12,0,2,7,6.4,0,0.1183163099481582,0.3214573990340318,0,Low,0,Retained,Active,Has Card,No Complaint,11.8,$75-150K,Fair
15635735,France,Female,55,46-55,2,55172.35,4,1,0,39992.99,736,0,0,4,1,0.2,0,0.1597806418019812,0.2760647953215731,0,Low,0,Retained,Inactive,Has Card,No Complaint,16.0,$25-75K,Good
15635736,Germany,Female,41,36-45,8,180355.72,2,0,0,194307.31,709,4,0,5,1,1.2,1,0.0370545409049399,0.028866947879139,0,Low,0,Retained,Inactive,No Card,No Complaint,3.7,$150K+,Good
15635737,France,Male,39,36-45,9,13211.58,1,1,1,58806.81,622,5,0,5,12,5.65,0,0.0237262105214763,0.0217418131435052,0,Low,0,Retained,Active,Has Card,No Complaint,2.4,$1-25K,Fair
15635738,Spain,Male,42,36-45,8,500.0,1,1,0,32531.33,618,2,1,4,6,1.7,0,0.7204014375424709,0.7374671980075359,1,High,1,Churned,Inactive,Has Card,Complaint,72.0,$1-25K,Fair
15635739,France,Female,70,65+,6,30893.51,1,1,0,65586.89,831,2,1,3,1,0.7,0,0.8709873559706576,0.9326786397962844,1,Critical,1,Churned,Inactive,Has Card,Complaint,87.1,$25-75K,Exceptional
15635740,France,Female,25,18-25,6,0.0,1,1,0,27561.57,599,1,0,3,6,1.45,0,0.6773336476925981,0.5798796159785746,1,High,1,Churned,Inactive,Has Card,No Complaint,67.7,Zero,Fair
15635741,Germany,Female,28,26-35,0,0.0,1,1,1,199999.0,812,9,0,5,11,6.45,0,0.0734570030383204,0.0487402362225653,0,Low,0,Retained,Active,Has Card,No Complaint,7.3,Zero,Exceptional
15635742,Spain,Female,22,18-25,9,500.0,3,0,1,96115.57,715,12,0,5,17,8.4,0,0.103939742474926,0.0144944734860191,0,Low,0,Retained,Active,No Card,No Complaint,10.4,$1-25K,Good
15635743,France,Female,35,26-35,7,110433.85,2,1,0,103482.78,561,2,0,5,2,0.9,1,0.0179847165381711,0.0466743114538122,0,Low,0,Retained,Inactive,Has Card,No Complaint,1.8,$75-150K,Poor
15635744,Germany,Male,40,36-45,1,68813.86,1,1,1,35693.18,644,6,0,1,10,5.5,0,0.3038727763116974,0.6666826510428742,0,Medium,0,Retained,Active,Has Card,No Complaint,30.4,$25-75K,Fair
15635745,Germany,Female,32,26-35,7,0.0,1,1,1,65761.55,597,9,0,4,11,6.45,0,0.0323257413364394,0.1056944294620093,0,Low,0,Retained,Active,Has Card,No Complaint,3.2,Zero,Fair
15635746,France,Male,32,26-35,10,42426.47,1,1,1,100351.49,572,10,0,4,22,8.9,0,0.0732454586620496,0.0620275338539451,0,Low,0,Retained,Active,Has Card,No Complaint,7.3,$25-75K,Poor
15635747,Spain,Female,39,36-45,1,221645.2,2,1,1,145575.06,642,4,0,4,15,6.0,1,0.0307455109240808,0.0584087731202125,0,Low,0,Retained,Active,Has Card,No Complaint,3.1,$150K+,Fair
15635748,Spain,Male,32,26-35,0,0.0,1,1,0,154770.87,572,3,0,1,5,1.75,0,0.5264218959806436,0.915301228356449,1,High,0,Retained,Inactive,Has Card,No Complaint,52.6,Zero,Poor
15635749,Germany,Male,41,36-45,10,17694.55,1,1,1,103602.12,566,7,0,3,17,7.15,0,0.1421968725834351,0.1396782432504529,0,Low,0,Retained,Active,Has Card,No Complaint,14.2,$1-25K,Poor
15635750,Spain,Female,50,46-55,7,0.0,1,1,1,98173.42,653,7,1,5,15,6.75,0,0.3674437453936247,0.3567373141694828,0,Medium,0,Retained,Active,Has Card,Complaint,36.7,Zero,Fair
15635751,Spain,Female,45,36-45,3,500.0,2,0,1,59663.88,744,11,0,4,13,7.35,0,0.0109802487239406,0.0434088427363324,0,Low,0,Retained,Active,No Card,No Complaint,1.1,$1-25K,Very Good
15635752,Germany,Male,47,46-55,10,148332.16,1,0,0,24750.08,610,4,1,2,2,1.4,1,0.8793761944950124,0.92724699824223,1,Critical,1,Churned,Inactive,No Card,Complaint,87.9,$75-150K,Fair
15635753,Spain,Female,49,46-55,9,2076.55,2,1,0,35671.45,665,1,0,5,1,0.45,0,0.0504474880232841,0.0478420271072957,0,Low,0,Retained,Inactive,Has Card,No Complaint,5.0,$1-25K,Fair
15635754,Germany,Male,41,36-45,5,179778.16,2,0,0,153622.96,664,2,1,3,2,0.9,1,0.7390472834425099,0.8228513392026755,1,High,1,Churned,Inactive,No Card,Complaint,73.9,$150K+,Fair
15635755,Germany,Male,36,36-45,9,0.0,2,0,1,96798.56,561,4,0,5,10,5.0,0,0.0565338194658936,0.0273991216404531,0,Low,0,Retained,Active,No Card,No Complaint,5.7,Zero,Poor
15635756,Germany,Female,29,26-35,10,0.0,1,1,1,29193.41,776,13,0,4,14,8.05,0,0.0797805935483055,0.0956499572490082,0,Low,0,Retained,Active,Has Card,No Complaint,8.0,Zero,Very Good
15635757,Spain,Male,33,26-35,9,101277.29,2,0,0,88181.07,609,2,0,4,1,0.7,1,0.0350470252143733,0.0890452328362482,0,Low,0,Retained,Inactive,No Card,No Complaint,3.5,$75-150K,Fair
15635758,France,Female,32,26-35,0,0.0,1,1,0,33913.17,579,1,0,3,3,0.85,0,0.3326652736598343,0.6357477058329425,0,Medium,0,Retained,Inactive,Has Card,No Complaint,33.3,Zero,Poor
15635759,Spain,Male,46,46-55,8,0.0,1,1,1,98894.72,767,5,0,3,14,6.05,0,0.1206638033200789,0.2333696147282713,0,Low,0,Retained,Active,Has Card,No Complaint,12.1,Zero,Very Good
15635760,Spain,Female,41,36-45,10,0.0,2,1,1,20511.28,680,7,0,2,9,5.55,0,0.3975303070543957,0.4035251095941573,0,Medium,1,Churned,Active,Has Card,No Complaint,39.8,Zero,Good
15635761,France,Female,45,36-45,6,30590.4,2,1,0,94402.08,734,0,0,4,1,0.2,0,0.0905970095223043,0.1340068330897885,0,Low,0,Retained,Inactive,Has Card,No Complaint,9.1,$25-75K,Good
15635762,Spain,Male,25,18-25,4,0.0,1,1,1,98568.88,555,9,1,1,10,6.25,0,0.9253141421834304,0.9801360992102864,1,Critical,1,Churned,Active,Has Card,Complaint,92.5,Zero,Poor
15635763,France,Male,53,46-55,5,86847.58,2,1,0,52793.5,830,2,0,5,3,1.1,0,0.0549405828804389,0.0695546167175714,0,Low,0,Retained,Inactive,Has Card,No Complaint,5.5,$75-150K,Exceptional
15635764,France,Female,33,26-35,2,0.0,1,0,1,110568.75,526,5,0,4,8,4.85,0,0.0871069457524353,0.1176361204431718,0,Low,0,Retained,Active,No Card,No Complaint,8.7,Zero,Poor
15635765,Germany,Female,25,18-25,8,76215.15,2,1,0,149771.63,726,5,0,5,2,1.65,0,0.0670747942961629,0.0548144984840494,0,Low,0,Retained,Inactive,Has Card,No Complaint,6.7,$75-150K,Good
15635766,France,Male,33,26-35,1,0.0,1,1,0,95500.5,711,6,0,1,2,1.9,0,0.5328849551358045,0.9100251185515608,1,High,0,Retained,Inactive,Has Card,No Complaint,53.3,Zero,Good
15635767,Spain,Male,65,56-65,9,90287.98,1,0,1,63910.95,633,7,0,2,10,5.75,0,0.2737570493799027,0.3574237864315888,0,Medium,0,Retained,Active,No Card,No Complaint,27.4,$75-150K,Fair
15635768,Spain,Male,33,26-35,0,0.0,1,1,0,60789.11,730,1,0,5,3,0.85,0,0.0854914108050178,0.1571810830931464,0,Low,0,Retained,Inactive,Has Card,No Complaint,8.5,Zero,Good
15635769,Germany,Male,34,26-35,0,500.0,2,1,0,62656.08,508,2,1,2,5,1.5,0,0.969812097794185,0.976019378493104,1,Critical,1,Churned,Inactive,Has Card,Complaint,97.0,$1-25K,Poor
15635770,France,Male,35,26-35,9,53171.59,2,1,0,61183.47,646,1,0,3,2,0.65,0,0.190713102220338,0.3123851704951952,0,Low,0,Retained,Inactive,Has Card,No Complaint,19.1,$25-75K,Fair
15635771,France,Male,36,36-45,1,24463.35,3,0,0,28221.95,730,1,1,1,4,1.05,0,0.9406930622702472,0.9915052607410504,1,Critical,1,Churned,Inactive,No Card,Complaint,94.1,$1-25K,Good
15635772,Germany,Female,29,26-35,5,0.0,2,1,1,35294.94,752,11,1,1,12,7.15,0,0.9290537640450396,0.9754643666852688,1,Critical,1,Churned,Active,Has Card,Complaint,92.9,Zero,Very Good
15635773,Spain,Female,39,36-45,5,113882.11,2,0,1,65524.97,730,6,0,4,17,6.9,1,0.011058510830745,0.0394263175317666,0,Low,0,Retained,Active,No Card,No Complaint,1.1,$75-150K,Good
